AcresBurned,Location ID,Location,MeasurementID,CountyIds,Latitude,Longitude,Month,Year
18,CA-073,San Diego,2018-CA-073,37,33.40178,-117.27467,5,2018
18,CA-065,Riverside,2018-CA-065,33,33.88744,-117.16232,4,2018
17,CA-087,Santa Cruz,2018-CA-087,44,37.0125,-122.046,11,2018
17,CA-005,Amador,2018-CA-005,3,38.265645,-120.892404,6,2018
17,CA-065,Riverside,2018-CA-065,33,33.742,-117.28189,6,2018
16,CA-057,Nevada,2018-CA-057,29,39.10494,-121.07039,8,2018
16,CA-023,Humboldt,2018-CA-023,12,41.34453,-123.85404,7,2018
16,CA-085,Santa Clara,2018-CA-085,43,37.21803,-121.76828,5,2018
15,CA-093,Siskiyou,2018-CA-093,47,41.94046,-122.43933,10,2018
15,CA-049,Modoc,2018-CA-049,25,41.52123,-120.72362,9,2018
15,CA-065,Riverside,2018-CA-065,33,33.467999,-117.003829,5,2018
15,CA-065,Riverside,2018-CA-065,33,33.711263,-116.164058,4,2018
14,CA-073,San Diego,2018-CA-073,37,33.05737,-116.77154,8,2018
14,CA-079,San Luis Obispo,2018-CA-079,40,35.70086,-120.97339,7,2018
14,CA-035,Lassen,2018-CA-035,18,39.99309,-120.02137,7,2018
14,CA-113,Yolo,2018-CA-113,57,38.64953,-122.01762,6,2018
13,CA-089,Shasta,2018-CA-089,45,40.678889,-122.400556,9,2018
13,CA-073,San Diego,2018-CA-073,37,33.04898,-116.78928,7,2018
13,CA-019,Fresno,2018-CA-019,10,36.10499,-120.55324,6,2018
12,CA-089,Shasta,2018-CA-089,45,40.49618,-122.51597,10,2018
12,CA-017,El Dorado,2018-CA-017,9,38.7448,-120.65672,9,2018
12,CA-071,San Bernardino,2018-CA-071,36,34.171786,-117.35606,7,2018
12,CA-039,Madera,2018-CA-039,20,37.22791,-119.50461,7,2018
12,CA-041,Marin,2018-CA-041,21,37.97638,-122.5275,6,2018
12,CA-073,San Diego,2018-CA-073,37,33.40769,-117.22974,6,2018
12,CA-093,Siskiyou,2018-CA-093,47,41.64805,-122.98442,6,2018
12,CA-079,San Luis Obispo,2018-CA-079,40,35.75737,-120.91793,6,2018
12,CA-055,Napa,2018-CA-055,28,38.16303,-122.23059,5,2018
12,CA-001,Alameda,2018-CA-001,1,37.73835,-121.6039,5,2018
12,CA-073,San Diego,2018-CA-073,37,33.12213,-116.58759,5,2018
11,CA-007,Butte,2018-CA-007,4,39.66492,-121.51772,7,2018
11,CA-039,Madera,2018-CA-039,20,37.19817,-119.80414,7,2018
11,CA-065,Riverside,2018-CA-065,33,33.47413,-117.31468,6,2018
11,CA-089,Shasta,2018-CA-089,45,40.4635,-121.77419,3,2018
10,CA-087,Santa Cruz,2018-CA-087,44,37.12857,-122.12036,11,2018
10,CA-023,Humboldt,2018-CA-023,12,40.888785,-124.001849,11,2018
10,CA-007,Butte,2018-CA-007,4,39.93427,-121.54103,10,2018
10,CA-065,Riverside,2018-CA-065,33,33.627006,-117.171731,8,2018
10,CA-055,Napa,2018-CA-055,28,38.27229,-122.26389,8,2018
10,CA-093,Siskiyou,2018-CA-093,47,41.632373,-122.37985,7,2018
10,CA-073,San Diego,2018-CA-073,37,32.619855,-116.764733,7,2018
10,CA-007,Butte,2018-CA-007,4,39.6139,-121.954098,6,2018
10,CA-079,San Luis Obispo,2018-CA-079,40,35.05747,-120.39295,6,2018
10,CA-053,Monterey,2018-CA-053,27,35.77017,-120.57833,6,2018
10,CA-097,Sonoma,2018-CA-097,49,38.245151,-122.44408,6,2018
10,CA-073,San Diego,2018-CA-073,37,32.75072,-116.92404,6,2018
10,CA-103,Tehama,2018-CA-103,52,39.80827,-122.3307,6,2018
10,CA-065,Riverside,2018-CA-065,33,33.45014,-117.22215,6,2018
10,CA-065,Riverside,2018-CA-065,33,33.53924,-116.10231,5,2018
0,CA-007,Butte,2018-CA-007,4,39.71217,-121.77385,11,2018
0,CA-023,Humboldt,2018-CA-023,12,40.70258,-123.55012,4,2018
0,CA-083,Santa Barbara,2018-CA-083,"42,56",0,0,1,2018
0,CA-111,Ventura,2018-CA-111,"42,56",0,0,1,2018
1806,CA-111,Ventura,2019-CA-111,56,34.282179,-118.803389,10,2019
1300,CA-043,Mariposa,2019-CA-043,22,37.536069,-120.177018,8,2019
1011,CA-065,Riverside,2019-CA-065,33,33.9925,-117.059167,10,2019
605,CA-103,Tehama,2019-CA-103,52,40.00171,-122.25421,10,2019
494,CA-065,Riverside,2019-CA-065,33,34.01778,-117.4625,10,2019
355,CA-061,Placer,2019-CA-061,31,38.838992,-121.325842,11,2019
289,CA-053,Monterey,2019-CA-053,"27,40",35.79069,-120.73102,10,2019
289,CA-079,San Luis Obispo,2019-CA-079,"27,40",35.79069,-120.73102,10,2019
149,CA-043,Mariposa,2019-CA-043,22,37.241427,-120.027731,7,2019
137,CA-019,Fresno,2019-CA-019,10,36.319291,-120.460189,10,2019
107,CA-035,Lassen,2019-CA-035,18,40.900458,-121.320838,8,2019
75,CA-065,Riverside,2019-CA-065,33,33.8615,-116.897333,10,2019
40,CA-013,Contra Costa,2019-CA-013,7,37.828267,-122.103867,10,2019
37,CA-073,San Diego,2019-CA-073,37,33.259861,-117.027333,10,2019
35,CA-001,Alameda,2019-CA-001,1,37.62782,-121.68598,10,2019
35,CA-099,Stanislaus,2019-CA-099,50,37.420988,-121.371276,7,2019
30,CA-089,Shasta,2019-CA-089,45,40.463936,-122.435492,7,2019
27,CA-009,Calaveras,2019-CA-009,5,38.115224,-120.78068,7,2019
26,CA-071,San Bernardino,2019-CA-071,36,34.202883,-116.4449,8,2019
25,CA-073,San Diego,2019-CA-073,37,32.794768,-116.839743,7,2019
22,CA-017,El Dorado,2019-CA-017,9,38.538467,-120.965105,9,2019
22,CA-001,Alameda,2019-CA-001,1,37.093243,-121.586846,7,2019
15,CA-013,Contra Costa,2019-CA-013,7,38.045866,-122.245186,10,2019
12,CA-065,Riverside,2019-CA-065,33,33.463991,-116.914799,8,2019
10,CA-045,Mendocino,2019-CA-045,23,39.613783,-123.458782,10,2019
10,CA-087,Santa Cruz,2019-CA-087,44,37.178353,-122.07743,9,2019
77758,CA-097,Sonoma,2019-CA-097,49,38.792458,-122.780053,10,2019
54612,CA-063,Plumas,2019-CA-063,32,40.061389,-120.680556,9,2019
14217,CA-049,Modoc,2019-CA-049,25,41.79591,-121.260305,7,2019
10296,CA-027,Inyo,2019-CA-027,14,37.034,-118.345,9,2019
9999,CA-111,Ventura,2019-CA-111,56,34.302212,-118.997115,10,2019
8838,CA-103,Tehama,2019-CA-103,52,40.12,-122.64,9,2019
8799,CA-037,Los Angeles,2019-CA-037,19,34.32988,-118.48161,10,2019
5737,CA-049,Modoc,2019-CA-049,25,41.748,-121.056,9,2019
5563,CA-043,Mariposa,2019-CA-043,22,37.604638,-119.96606,10,2019
5332,CA-103,Tehama,2019-CA-103,52,40.109,-122.789,9,2019
4840,CA-051,Mono,2019-CA-051,26,37.826,-118.872,9,2019
4615,CA-037,Los Angeles,2019-CA-037,19,34.472778,-118.368056,10,2019
3435,CA-017,El Dorado,2019-CA-017,9,38.724,-120.145,10,2019
3380,CA-035,Lassen,2019-CA-035,18,40.593,-120.581,8,2019
3126,CA-083,Santa Barbara,2019-CA-083,42,34.5025,-119.785,11,2019
2546,CA-053,Monterey,2019-CA-053,27,36.28426,-120.94771,6,2019
2534,CA-103,Tehama,2019-CA-103,52,40.036379,-122.637837,11,2019
2512,CA-113,Yolo,2019-CA-113,57,38.88978,-122.23922,6,2019
2500,CA-029,Kern,2019-CA-029,15,35.72057,-119.62762,5,2019
2438,CA-035,Lassen,2019-CA-035,18,39.892222,-120.029722,8,2019
2422,CA-099,Stanislaus,2019-CA-099,50,37.46577,-121.28312,6,2019
1975,CA-027,Inyo,2019-CA-027,14,36.284,-118.228,9,2019
1926,CA-065,Riverside,2019-CA-065,33,33.528469,-117.273157,9,2019
1872,CA-093,Siskiyou,2019-CA-093,47,41.862237,-122.662258,9,2019
1764,CA-079,San Luis Obispo,2019-CA-079,40,35.66318,-120.41128,6,2019
1507,#N/A,Mexico,#N/A,62,32.573437,-116.658735,8,2019
1350,CA-101,Sutter,2019-CA-101,51,39.28926,-121.85906,6,2019
1301,#N/A,State of Oregon,#N/A,61,42.033,-122.175,8,2019
1165,#N/A,State of Nevada,#N/A,59,39.631945,-119.769881,7,2019
1127,CA-079,San Luis Obispo,2019-CA-079,40,35.343761,-119.913717,6,2019
1020,CA-035,Lassen,2019-CA-035,18,40.943799,-120.275298,8,2019
974,CA-079,San Luis Obispo,2019-CA-079,40,35.63111111,-120.2691667,7,2019
835,CA-079,San Luis Obispo,2019-CA-079,40,35.30759,-119.96498,5,2019
757,CA-013,Contra Costa,2019-CA-013,7,37.908362,-121.872941,8,2019
756,CA-107,Tulare,2019-CA-107,54,36.40193,-119.030621,8,2019
745,CA-037,Los Angeles,2019-CA-037,19,34.098191,-118.478717,10,2019
703,CA-045,Mendocino,2019-CA-045,23,39.22431,-123.12887,10,2019
604,CA-061,Placer,2019-CA-061,31,38.751648,-121.432636,9,2019
600,CA-089,Shasta,2019-CA-089,45,40.715556,-122.241944,8,2019
600,CA-099,Stanislaus,2019-CA-099,50,37.25988,-121.09375,6,2019
526,CA-055,Napa,2019-CA-055,28,38.165873,-122.211671,10,2019
525,CA-065,Riverside,2019-CA-065,33,33.919507,-117.103765,6,2019
520,CA-065,Riverside,2019-CA-065,33,33.4853,-117.043723,9,2019
496,CA-007,Butte,2019-CA-007,4,39.45296,-121.412619,9,2019
448,CA-073,San Diego,2019-CA-073,37,32.575556,-117.026667,8,2019
448,CA-029,Kern,2019-CA-029,15,35.60989,-118.41204,7,2019
423,CA-043,Mariposa,2019-CA-043,22,37.532028,-120.208019,8,2019
420,CA-083,Santa Barbara,2019-CA-083,42,34.484722,-120.190833,10,2019
381,CA-107,Tulare,2019-CA-107,54,36.151,-118.185,9,2019
350,CA-065,Riverside,2019-CA-065,33,33.975405,-117.207068,10,2019
328,CA-065,Riverside,2019-CA-065,33,33.985972,-117.414111,10,2019
316,CA-053,Monterey,2019-CA-053,27,35.908333,-120.984167,7,2019
300,CA-007,Butte,2019-CA-007,4,39.622137,-121.693472,9,2019
283,CA-077,San Joaquin,2019-CA-077,39,37.63206,-121.538382,7,2019
280,CA-105,Trinity,2019-CA-105,53,41.150392,-122.634108,9,2019
280,CA-053,Monterey,2019-CA-053,27,36.008889,-121.466944,7,2019
279,CA-111,Ventura,2019-CA-111,56,34.71011,-119.3547,9,2019
263,CA-035,Lassen,2019-CA-035,18,40.679318,-120.392768,7,2019
260,CA-035,Lassen,2019-CA-035,18,44.734,-120.606,9,2019
257,CA-107,Tulare,2019-CA-107,54,36.18479,-118.99229,6,2019
250,CA-065,Riverside,2019-CA-065,33,33.9369,-117.3063,9,2019
244,CA-105,Trinity,2019-CA-105,53,40.062304,-123.222196,9,2019
244,CA-043,Mariposa,2019-CA-043,22,37.524378,-120.296551,7,2019
240,CA-001,Alameda,2019-CA-001,1,37.708743,-121.841879,8,2019
227,CA-093,Siskiyou,2019-CA-093,47,41.4929742,-123.2129356,9,2019
225,CA-045,Mendocino,2019-CA-045,23,39.005262,-123.195306,8,2019
220,CA-079,San Luis Obispo,2019-CA-079,40,35.214364,-120.455883,9,2019
214,CA-065,Riverside,2019-CA-065,33,33.911,-116.980528,6,2019
213,CA-039,Madera,2019-CA-039,20,37.016944,-119.934167,7,2019
210,CA-047,Merced,2019-CA-047,24,37.312877,-120.242411,6,2019
210,CA-085,Santa Clara,2019-CA-085,43,37.21638,-121.70768,6,2019
208,CA-029,Kern,2019-CA-029,15,34.9008333,-118.9183333,7,2019
207,CA-093,Siskiyou,2019-CA-093,47,39.28926,-121.85906,6,2019
202,CA-099,Stanislaus,2019-CA-099,50,37.944751,-120.84372,7,2019
200,CA-071,San Bernardino,2019-CA-071,36,34.183,-117.285,10,2019
200,CA-013,Contra Costa,2019-CA-013,7,37.99136,-121.64118,10,2019
200,CA-111,Ventura,2019-CA-111,56,34.23955,-119.20187,10,2019
200,CA-073,San Diego,2019-CA-073,37,32.787656,-116.806941,9,2019
200,CA-083,Santa Barbara,2019-CA-083,42,34.630919,-120.187368,9,2019
193,CA-035,Lassen,2019-CA-035,18,40.072739,-120.158273,7,2019
190,CA-099,Stanislaus,2019-CA-099,50,37.32585,-121.110146,9,2019
190,CA-053,Monterey,2019-CA-053,27,35.95191,-120.8092,7,2019
183,CA-095,Solano,2019-CA-095,48,38.158333,-122.118889,7,2019
172,CA-029,Kern,2019-CA-029,15,35.03855,-119.19454,5,2019
167,CA-065,Riverside,2019-CA-065,33,33.635,-116.801111,9,2019
167,CA-069,San Benito,2019-CA-069,35,36.600167,-120.8405,9,2019
161,CA-031,Kings,2019-CA-031,16,35.81778,-120.09715,4,2019
156,CA-089,Shasta,2019-CA-089,45,40.484329,-122.159393,8,2019
156,CA-037,Los Angeles,2019-CA-037,19,34.677864,-118.752395,8,2019
156,CA-071,San Bernardino,2019-CA-071,36,33.997528,-117.769766,7,2019
155,CA-107,Tulare,2019-CA-107,54,36.28001,-119.10974,6,2019
150,CA-013,Contra Costa,2019-CA-013,7,38.03545,-122.2241,10,2019
150,CA-073,San Diego,2019-CA-073,37,32.767649,-116.796032,7,2019
148,CA-061,Placer,2019-CA-061,31,38.73817,-121.39419,6,2019
145,CA-071,San Bernardino,2019-CA-071,36,34.183624,-117.274276,10,2019
144,CA-085,Santa Clara,2019-CA-085,43,37.45899,-121.22093,5,2019
140,CA-095,Solano,2019-CA-095,48,38.07205,-122.22463,10,2019
139,CA-001,Alameda,2019-CA-001,1,37.71734,-121.55867,8,2019
131,CA-035,Lassen,2019-CA-035,18,40.562,-120.544,8,2019
131,CA-111,Ventura,2019-CA-111,56,34.366111,-118.96,7,2019
130,CA-035,Lassen,2019-CA-035,18,40.886677,-120.336977,8,2019
130,CA-045,Mendocino,2019-CA-045,23,39.831762,-123.846013,7,2019
130,CA-065,Riverside,2019-CA-065,33,33.650237,-116.172534,5,2019
128,CA-085,Santa Clara,2019-CA-085,43,37.467744,-121.842751,9,2019
128,CA-049,Modoc,2019-CA-049,25,41.909,-120.306,7,2019
121,CA-019,Fresno,2019-CA-019,10,36.66909,-119.3046,5,2019
120,CA-073,San Diego,2019-CA-073,37,33.39684,-117.29665,6,2019
120,CA-079,San Luis Obispo,2019-CA-079,40,35.57376,-120.11738,6,2019
115,CA-029,Kern,2019-CA-029,15,35.65189,-118.92545,4,2019
105,CA-037,Los Angeles,2019-CA-037,19,34.675542,-118.342239,8,2019
103,CA-049,Modoc,2019-CA-049,25,41.43783,-120.23976,8,2019
100,CA-083,Santa Barbara,2019-CA-083,42,34.665699,-119.94974,7,2019
100,CA-073,San Diego,2019-CA-073,37,32.566389,-116.7525,7,2019
98,CA-065,Riverside,2019-CA-065,33,33.900994,-117.170588,9,2019
97,CA-073,San Diego,2019-CA-073,37,33.055124,-116.742508,10,2019
96,CA-065,Riverside,2019-CA-065,33,33.8128372,-117.1228851,7,2019
95,CA-079,San Luis Obispo,2019-CA-079,40,35.004722,-120.435278,7,2019
94,CA-065,Riverside,2019-CA-065,33,33.740219,-117.333728,8,2019
91,CA-111,Ventura,2019-CA-111,56,34.156389,-118.950833,10,2019
91,CA-093,Siskiyou,2019-CA-093,47,41.749667,-123.000833,9,2019
90,CA-077,San Joaquin,2019-CA-077,39,37.962557,-121.468074,7,2019
90,CA-089,Shasta,2019-CA-089,45,40.41404,-122.66779,6,2019
85,CA-017,El Dorado,2019-CA-017,9,38.898915,-120.946657,9,2019
84,CA-067,Sacramento,2019-CA-067,34,38.3525,-121.123611,8,2019
83,CA-109,Tuolumne,2019-CA-109,55,37.838333,-120.625556,9,2019
83,CA-093,Siskiyou,2019-CA-093,47,41.834366,-122.656569,7,2019
81,CA-095,Solano,2019-CA-095,48,38.455,-121.969167,8,2019
81,CA-071,San Bernardino,2019-CA-071,36,34.42386,-117.10318,7,2019
81,CA-065,Riverside,2019-CA-065,33,33.514658,-116.7884,7,2019
80,CA-007,Butte,2019-CA-007,4,39.551423,-121.800538,10,2019
80,CA-065,Riverside,2019-CA-065,33,33.77777348,-117.487578,8,2019
80,CA-073,San Diego,2019-CA-073,37,32.57394,-116.760465,8,2019
80,CA-085,Santa Clara,2019-CA-085,43,37.433192,-121.807258,7,2019
80,CA-065,Riverside,2019-CA-065,33,33.56938,-116.07896,7,2019
80,CA-115,Yuba,2019-CA-115,58,39.24678,-121.32399,6,2019
80,CA-115,Yuba,2019-CA-115,58,39.24678,-121.32399,6,2019
75,CA-033,Lake,2019-CA-033,17,39.100408,-122.496548,11,2019
74,CA-085,Santa Clara,2019-CA-085,43,37.18904,-121.694968,7,2019
70,CA-115,Yuba,2019-CA-115,58,39.15641,-121.56363,6,2019
68,CA-103,Tehama,2019-CA-103,52,39.847708,-122.1604,10,2019
67,CA-041,Marin,2019-CA-041,21,37.896231,-122.636471,10,2019
67,CA-009,Calaveras,2019-CA-009,5,38.20177,-120.827386,9,2019
66,CA-053,Monterey,2019-CA-053,27,35.906482,-120.992914,9,2019
65,CA-061,Placer,2019-CA-061,31,39.11536,-120.76088,5,2019
64,CA-055,Napa,2019-CA-055,28,38.481258,-122.143942,7,2019
63,CA-021,Glenn,2019-CA-021,11,41.70611111,-123.4375,10,2019
63,CA-103,Tehama,2019-CA-103,52,39.98097,-122.30737,5,2019
62,CA-081,San Mateo,2019-CA-081,41,37.166674,-122.361112,10,2019
60,CA-085,Santa Clara,2019-CA-085,43,37.219717,-121.761974,8,2019
58,CA-007,Butte,2019-CA-007,4,39.470333,-121.412333,9,2019
58,CA-013,Contra Costa,2019-CA-013,7,37.968494,-121.678172,8,2019
55,CA-035,Lassen,2019-CA-035,18,40.387772,-120.304341,10,2019
55,CA-065,Riverside,2019-CA-065,33,33.57039,-116.1466,5,2019
53,CA-033,Lake,2019-CA-033,17,38.955024,-122.833831,9,2019
52,CA-079,San Luis Obispo,2019-CA-079,40,35.189783,-120.1755,10,2019
52,CA-073,San Diego,2019-CA-073,37,32.87833333,-116.88,9,2019
50,CA-073,San Diego,2019-CA-073,37,32.564583,-116.834583,10,2019
50,CA-013,Contra Costa,2019-CA-013,7,37.97911,-122.11092,10,2019
50,CA-067,Sacramento,2019-CA-067,34,38.622058,-121.114095,8,2019
50,CA-055,Napa,2019-CA-055,28,38.63047,-122.47282,6,2019
50,CA-007,Butte,2019-CA-007,4,39.85484,-121.905,5,2019
47,CA-085,Santa Clara,2019-CA-085,43,37.32555556,-121.7644444,7,2019
47,CA-107,Tulare,2019-CA-107,54,35.89593,-118.94106,6,2019
46,CA-089,Shasta,2019-CA-089,45,40.46968,-122.54364,8,2019
46,CA-103,Tehama,2019-CA-103,52,39.97083,-122.48277,6,2019
45,CA-065,Riverside,2019-CA-065,33,33.69078,-114.57265,5,2019
44,CA-077,San Joaquin,2019-CA-077,39,38.017138,-120.945044,9,2019
43,CA-053,Monterey,2019-CA-053,27,35.97059,-120.88241,6,2019
42,CA-037,Los Angeles,2019-CA-037,19,34.055768,-118.554091,10,2019
42,CA-089,Shasta,2019-CA-089,45,40.4988,-122.19911,10,2019
38,CA-115,Yuba,2019-CA-115,58,39.06066,-121.35014,7,2019
35,CA-085,Santa Clara,2019-CA-085,43,37.034183,-121.45597,8,2019
35,CA-017,El Dorado,2019-CA-017,9,38.652475,-120.826165,8,2019
35,CA-093,Siskiyou,2019-CA-093,47,41.838,-122.845,7,2019
35,CA-085,Santa Clara,2019-CA-085,43,37.44422,-121.84082,6,2019
34,CA-065,Riverside,2019-CA-065,33,33.854597,-117.270144,9,2019
34,CA-065,Riverside,2019-CA-065,33,33.4506,-116.857817,8,2019
33,CA-113,Yolo,2019-CA-113,57,39.171091,-121.423281,8,2019
33,CA-107,Tulare,2019-CA-107,54,36.23012,-118.85712,6,2019
30,CA-079,San Luis Obispo,2019-CA-079,40,35.709176,-120.312856,10,2019
30,CA-095,Solano,2019-CA-095,48,38.07944444,-122.2561111,9,2019
30,CA-089,Shasta,2019-CA-089,45,40.55924,-122.25409,8,2019
30,CA-089,Shasta,2019-CA-089,45,40.41741,-122.767256,7,2019
30,CA-001,Alameda,2019-CA-001,1,37.75427,-121.57382,6,2019
30,CA-065,Riverside,2019-CA-065,33,0,0,4,2019
30,CA-023,Humboldt,2019-CA-023,12,40.61805556,-123.6755556,1,2019
29,CA-085,Santa Clara,2019-CA-085,43,37.066483,-121.219163,10,2019
29,CA-029,Kern,2019-CA-029,15,35.287373,-118.623651,8,2019
28,CA-033,Lake,2019-CA-033,17,38.910498,-122.642572,9,2019
28,CA-073,San Diego,2019-CA-073,37,32.62305556,-116.9141667,6,2019
27,CA-061,Placer,2019-CA-061,31,38.75263,-121.39259,6,2019
26,CA-065,Riverside,2019-CA-065,33,33.81678,-117.18194,5,2019
25,CA-033,Lake,2019-CA-033,17,38.88913,-122.604425,10,2019
25,CA-019,Fresno,2019-CA-019,10,36.154184,-120.634179,9,2019
25,#N/A,Mexico,#N/A,"62,37",32.557546,-116.873955,8,2019
25,CA-073,San Diego,2019-CA-073,"62,37",32.557546,-116.873955,8,2019
25,CA-001,Alameda,2019-CA-001,1,37.469,-121.3697,7,2019
25,CA-107,Tulare,2019-CA-107,54,36.14246,-118.80582,6,2019
24,CA-013,Contra Costa,2019-CA-013,7,37.99837,-122.16201,7,2019
24,CA-095,Solano,2019-CA-095,48,38.21416,-122.12214,6,2019
23,CA-013,Contra Costa,2019-CA-013,7,38.02503,-121.9763,6,2019
22,CA-073,San Diego,2019-CA-073,37,32.557566,-116.8663,5,2019
21,CA-109,Tuolumne,2019-CA-109,55,37.949747,-120.420058,8,2019
20,CA-011,Colusa,2019-CA-011,6,39.088333,-122.309167,8,2019
20,CA-065,Riverside,2019-CA-065,33,33.909792,-117.004667,8,2019
20,CA-033,Lake,2019-CA-033,17,38.99174,-122.7751,8,2019
20,CA-065,Riverside,2019-CA-065,33,33.69055556,-116.953889,7,2019
20,CA-065,Riverside,2019-CA-065,33,33.80493,-117.15738,6,2019
19,CA-065,Riverside,2019-CA-065,33,33.849906,-117.461363,11,2019
19,CA-065,Riverside,2019-CA-065,33,33.703546,-117.033598,9,2019
19,CA-001,Alameda,2019-CA-001,1,37.718636,-121.657011,8,2019
18,CA-099,Stanislaus,2019-CA-099,50,37.429506,-121.336465,10,2019
17,CA-069,San Benito,2019-CA-069,35,36.732866,-121.39478,9,2019
17,CA-085,Santa Clara,2019-CA-085,43,37.494136,-121.534827,6,2019
17,CA-007,Butte,2019-CA-007,4,39.76242,-121.73659,6,2019
17,CA-093,Siskiyou,2019-CA-093,47,41.64895,-122.35962,6,2019
16,CA-089,Shasta,2019-CA-089,45,40.612556,-122.039167,9,2019
16,CA-017,El Dorado,2019-CA-017,9,38.703889,-120.890556,8,2019
15,CA-093,Siskiyou,2019-CA-093,47,41.512917,-122.740333,9,2019
15,CA-071,San Bernardino,2019-CA-071,36,34.353667,-117.343833,9,2019
15,CA-073,San Diego,2019-CA-073,37,33.30267,-116.97772,6,2019
13,CA-017,El Dorado,2019-CA-017,9,38.757636,-120.75664,7,2019
12,CA-001,Alameda,2019-CA-001,1,37.606,-121.853,10,2019
12,CA-007,Butte,2019-CA-007,4,39.32889,-121.23431,6,2019
11,CA-071,San Bernardino,2019-CA-071,36,34.033117,-117.21545,10,2019
11,CA-103,Tehama,2019-CA-103,52,40.314187,-122.070055,10,2019
11,CA-099,Stanislaus,2019-CA-099,50,37.492002,-120.401028,9,2019
11,CA-001,Alameda,2019-CA-001,1,37.545167,-121.596667,9,2019
10,CA-073,San Diego,2019-CA-073,37,32.762706,-117.097441,10,2019
10,CA-103,Tehama,2019-CA-103,52,39.847708,-122.160416,10,2019
10,CA-005,Amador,2019-CA-005,3,38.332083,-120.67131,9,2019
10,CA-065,Riverside,2019-CA-065,33,33.496633,-116.631106,9,2019
10,CA-007,Butte,2019-CA-007,4,39.423833,-121.579738,7,2019
10,CA-093,Siskiyou,2019-CA-093,47,41.94622,-122.40157,6,2019
10,CA-007,Butte,2019-CA-007,4,39.83958,-121.957,4,2019
9,CA-065,Riverside,2019-CA-065,33,33.827979,-117.499619,10,2019
2,CA-057,Nevada,2019-CA-057,29,39.40972222,-121.0005556,6,2019
